"","pvals.Line.Name","pvals.predicted.value","pvals.std.error","pvals.status","avsed","trait","study"
"124","18-12756",13.6330718120853,0.205120749457429,"Estimable",0.25778393427365,"Grain.moisture.content.....CO_321.0001198","YT_Msn_22"
"125","18-12809",13.710956092335,0.203163461122569,"Estimable",0.25778393427365,"Grain.moisture.content.....CO_321.0001198","YT_Msn_22"
"126","18-13748",14.090644513444,0.201442755917936,"Estimable",0.25778393427365,"Grain.moisture.content.....CO_321.0001198","YT_Msn_22"
"127","18-13756",13.6765283210425,0.205663142397173,"Estimable",0.25778393427365,"Grain.moisture.content.....CO_321.0001198","YT_Msn_22"
"128","18-13765",14.0151774801506,0.207731744895826,"Estimable",0.25778393427365,"Grain.moisture.content.....CO_321.0001198","YT_Msn_22"
"129","18-13852",13.9262538855106,0.212249140305537,"Estimable",0.25778393427365,"Grain.moisture.content.....CO_321.0001198","YT_Msn_22"
"130","18-13965",13.9824216908709,0.21514013440791,"Estimable",0.25778393427365,"Grain.moisture.content.....CO_321.0001198","YT_Msn_22"
"131","18-14535",13.962886788973,0.208979961633345,"Estimable",0.25778393427365,"Grain.moisture.content.....CO_321.0001198","YT_Msn_22"
"132","18-15372",14.0034534892637,0.212933738119173,"Estimable",0.25778393427365,"Grain.moisture.content.....CO_321.0001198","YT_Msn_22"
"133","18-16828",13.880077419989,0.206591819499488,"Estimable",0.25778393427365,"Grain.moisture.content.....CO_321.0001198","YT_Msn_22"
"134","18-17119",13.4822035654385,0.208626265153828,"Estimable",0.25778393427365,"Grain.moisture.content.....CO_321.0001198","YT_Msn_22"
"135","18-17905",13.3412404540626,0.204034277544068,"Estimable",0.25778393427365,"Grain.moisture.content.....CO_321.0001198","YT_Msn_22"
"136","18-22132",13.9746822511848,0.211361226415899,"Estimable",0.25778393427365,"Grain.moisture.content.....CO_321.0001198","YT_Msn_22"
"137","18-22767",13.782504904116,0.202989527668164,"Estimable",0.25778393427365,"Grain.moisture.content.....CO_321.0001198","YT_Msn_22"
"138","18-22976",13.4296013652307,0.207402020981706,"Estimable",0.25778393427365,"Grain.moisture.content.....CO_321.0001198","YT_Msn_22"
"139","18-23224",14.4482620316942,0.207512288223689,"Estimable",0.25778393427365,"Grain.moisture.content.....CO_321.0001198","YT_Msn_22"
"140","18-23760",13.866563000072,0.208117784283555,"Estimable",0.25778393427365,"Grain.moisture.content.....CO_321.0001198","YT_Msn_22"
"141","18-26037",13.9629931211756,0.207444295383478,"Estimable",0.25778393427365,"Grain.moisture.content.....CO_321.0001198","YT_Msn_22"
"142","18-4910",13.7635072423341,0.197211864484863,"Estimable",0.25778393427365,"Grain.moisture.content.....CO_321.0001198","YT_Msn_22"
"143","18-5737",13.9665502669844,0.207906977634431,"Estimable",0.25778393427365,"Grain.moisture.content.....CO_321.0001198","YT_Msn_22"
"144","18-5837",13.7514423287934,0.199603005076606,"Estimable",0.25778393427365,"Grain.moisture.content.....CO_321.0001198","YT_Msn_22"
"145","18-6274",13.5645233493799,0.20136922741862,"Estimable",0.25778393427365,"Grain.moisture.content.....CO_321.0001198","YT_Msn_22"
"146","18-6852",13.395451185403,0.201106993918606,"Estimable",0.25778393427365,"Grain.moisture.content.....CO_321.0001198","YT_Msn_22"
"147","18-7928",13.3070893403291,0.206821388082128,"Estimable",0.25778393427365,"Grain.moisture.content.....CO_321.0001198","YT_Msn_22"
"148","18-7943",13.013860552119,0.210359562676931,"Estimable",0.25778393427365,"Grain.moisture.content.....CO_321.0001198","YT_Msn_22"
"149","18-842",13.5260284420318,0.210672538456506,"Estimable",0.25778393427365,"Grain.moisture.content.....CO_321.0001198","YT_Msn_22"
"150","18-9724",13.7388657143706,0.211196251127732,"Estimable",0.25778393427365,"Grain.moisture.content.....CO_321.0001198","YT_Msn_22"
"151","18MSFRS-18",13.910573220222,0.205997790335715,"Estimable",0.25778393427365,"Grain.moisture.content.....CO_321.0001198","YT_Msn_22"
"152","Pio 25R74",14.1341258571549,0.203306570721623,"Estimable",0.25778393427365,"Grain.moisture.content.....CO_321.0001198","YT_Msn_22"
"153","US16-IL-061-032",13.8750299325424,0.20973735104467,"Estimable",0.25778393427365,"Grain.moisture.content.....CO_321.0001198","YT_Msn_22"
"154","US16-IL-061-068",13.2018027993052,0.208339359946382,"Estimable",0.25778393427365,"Grain.moisture.content.....CO_321.0001198","YT_Msn_22"
"155","US16-IL-063-026",13.967832827585,0.202732606276566,"Estimable",0.25778393427365,"Grain.moisture.content.....CO_321.0001198","YT_Msn_22"
"156","US16-IL-063-063",13.3191498923423,0.205277140592677,"Estimable",0.25778393427365,"Grain.moisture.content.....CO_321.0001198","YT_Msn_22"
"157","US17-IL-108-039",13.4697567874368,0.208989368578987,"Estimable",0.25778393427365,"Grain.moisture.content.....CO_321.0001198","YT_Msn_22"
"158","US17-IL-108-070",13.2256600906236,0.212080483656669,"Estimable",0.25778393427365,"Grain.moisture.content.....CO_321.0001198","YT_Msn_22"
"159","US17-IL-111-005",13.5572608124806,0.197572227076699,"Estimable",0.25778393427365,"Grain.moisture.content.....CO_321.0001198","YT_Msn_22"
"160","US17-IL-111-006",13.5167597712813,0.214259335291845,"Estimable",0.25778393427365,"Grain.moisture.content.....CO_321.0001198","YT_Msn_22"
"161","07-19334",37.9105557372637,0.556629241677389,"Estimable",0.806927983813651,"Plant.height.inches","YT_Msn_22"
"162","17-8930",34.5174510563298,0.555494424863798,"Estimable",0.806927983813651,"Plant.height.inches","YT_Msn_22"
"163","18-12001",39.7941424650777,0.5599644660967,"Estimable",0.806927983813651,"Plant.height.inches","YT_Msn_22"
"164","18-12756",36.0404611792392,0.576955141731631,"Estimable",0.806927983813651,"Plant.height.inches","YT_Msn_22"
"165","18-12809",38.1459700519795,0.580888279727944,"Estimable",0.806927983813651,"Plant.height.inches","YT_Msn_22"
"166","18-13748",38.223652756515,0.567332717777159,"Estimable",0.806927983813651,"Plant.height.inches","YT_Msn_22"
"167","18-13756",38.3736727060174,0.5937285753911,"Estimable",0.806927983813651,"Plant.height.inches","YT_Msn_22"
"168","18-13765",38.018827762545,0.605704004054681,"Estimable",0.806927983813651,"Plant.height.inches","YT_Msn_22"
"169","18-13852",37.3124624054744,0.615578791300098,"Estimable",0.806927983813651,"Plant.height.inches","YT_Msn_22"
"170","18-13965",37.4896012504676,0.550428198669725,"Estimable",0.806927983813651,"Plant.height.inches","YT_Msn_22"
"171","18-14535",34.67801116593,0.598844761754896,"Estimable",0.806927983813651,"Plant.height.inches","YT_Msn_22"
"172","18-15372",37.7175373245892,0.561487134443303,"Estimable",0.806927983813651,"Plant.height.inches","YT_Msn_22"
"173","18-16828",37.3716029559451,0.597233665968789,"Estimable",0.806927983813651,"Plant.height.inches","YT_Msn_22"
"174","18-17119",38.1785471914988,0.581529090283179,"Estimable",0.806927983813651,"Plant.height.inches","YT_Msn_22"
"175","18-17905",38.2421504190257,0.561928419141309,"Estimable",0.806927983813651,"Plant.height.inches","YT_Msn_22"
"176","18-22132",37.845513383628,0.619958033554606,"Estimable",0.806927983813651,"Plant.height.inches","YT_Msn_22"
"177","18-22767",36.2396442745027,0.577702639510974,"Estimable",0.806927983813651,"Plant.height.inches","YT_Msn_22"
"178","18-22976",38.143128450871,0.573310962416823,"Estimable",0.806927983813651,"Plant.height.inches","YT_Msn_22"
"179","18-23224",40.4702990205473,0.586838384521169,"Estimable",0.806927983813651,"Plant.height.inches","YT_Msn_22"
"180","18-23760",40.3235547367503,0.561234271955568,"Estimable",0.806927983813651,"Plant.height.inches","YT_Msn_22"
"181","18-26037",38.4266853523765,0.594859181300914,"Estimable",0.806927983813651,"Plant.height.inches","YT_Msn_22"
"182","18-4910",37.8335306286707,0.574608053133083,"Estimable",0.806927983813651,"Plant.height.inches","YT_Msn_22"
"183","18-5737",37.916017847666,0.581143267802443,"Estimable",0.806927983813651,"Plant.height.inches","YT_Msn_22"
"184","18-5837",37.8221162665283,0.564080042984371,"Estimable",0.806927983813651,"Plant.height.inches","YT_Msn_22"
"185","18-6274",38.2095025363216,0.550144059596088,"Estimable",0.806927983813651,"Plant.height.inches","YT_Msn_22"
"186","18-6852",35.7748879710317,0.557014741954736,"Estimable",0.806927983813651,"Plant.height.inches","YT_Msn_22"
"187","18-7928",35.0082739469801,0.550448321298761,"Estimable",0.806927983813651,"Plant.height.inches","YT_Msn_22"
"188","18-7943",35.5727821699195,0.594027363651235,"Estimable",0.806927983813651,"Plant.height.inches","YT_Msn_22"
"189","18-842",37.596209470774,0.556547323709211,"Estimable",0.806927983813651,"Plant.height.inches","YT_Msn_22"
"190","18-9724",36.2587373214699,0.598200964615701,"Estimable",0.806927983813651,"Plant.height.inches","YT_Msn_22"
"191","18MSFRS-18",36.9634737048356,0.588611460263427,"Estimable",0.806927983813651,"Plant.height.inches","YT_Msn_22"
"192","Pio 25R74",33.7424737510093,0.574440625346639,"Estimable",0.806927983813651,"Plant.height.inches","YT_Msn_22"
"193","US16-IL-061-032",38.8745509592694,0.529766759984635,"Estimable",0.806927983813651,"Plant.height.inches","YT_Msn_22"
"194","US16-IL-061-068",38.5594382119548,0.581543079423102,"Estimable",0.806927983813651,"Plant.height.inches","YT_Msn_22"
"195","US16-IL-063-026",37.0726758735428,0.571913165191034,"Estimable",0.806927983813651,"Plant.height.inches","YT_Msn_22"
"196","US16-IL-063-063",33.3542197868302,0.581592291649492,"Estimable",0.806927983813651,"Plant.height.inches","YT_Msn_22"
"197","US17-IL-108-039",35.0785732708056,0.580613425059514,"Estimable",0.806927983813651,"Plant.height.inches","YT_Msn_22"
"198","US17-IL-108-070",36.8777661790095,0.619425101587492,"Estimable",0.806927983813651,"Plant.height.inches","YT_Msn_22"
"199","US17-IL-111-005",38.3194461190426,0.555929757438249,"Estimable",0.806927983813651,"Plant.height.inches","YT_Msn_22"
"200","US17-IL-111-006",36.7640428653915,0.579196556521645,"Estimable",0.806927983813651,"Plant.height.inches","YT_Msn_22"
"201","07-19334",2.17704192524118,1.28457992840129,"Estimable",1.80032438708451,"Lodging.incidence...0.9.percentage.scale.CO_321.0001282","YT_Msn_22"
"202","17-8930",0.320361109422841,1.28396816529151,"Estimable",1.80032438708451,"Lodging.incidence...0.9.percentage.scale.CO_321.0001282","YT_Msn_22"
"203","18-12001",-0.476195105298701,1.28583050202324,"Estimable",1.80032438708451,"Lodging.incidence...0.9.percentage.scale.CO_321.0001282","YT_Msn_22"
"204","18-12756",7.83590006648598,1.30531750448298,"Estimable",1.80032438708451,"Lodging.incidence...0.9.percentage.scale.CO_321.0001282","YT_Msn_22"
"205","18-12809",8.71053760892799,1.2850878009767,"Estimable",1.80032438708451,"Lodging.incidence...0.9.percentage.scale.CO_321.0001282","YT_Msn_22"
"206","18-13748",0.84827955870524,1.28406991585722,"Estimable",1.80032438708451,"Lodging.incidence...0.9.percentage.scale.CO_321.0001282","YT_Msn_22"
"207","18-13756",0.240870909960479,1.29001874750338,"Estimable",1.80032438708451,"Lodging.incidence...0.9.percentage.scale.CO_321.0001282","YT_Msn_22"
"208","18-13765",6.88373258664546,1.32329340375412,"Estimable",1.80032438708451,"Lodging.incidence...0.9.percentage.scale.CO_321.0001282","YT_Msn_22"
"209","18-13852",6.96405140532491,1.32360180037946,"Estimable",1.80032438708451,"Lodging.incidence...0.9.percentage.scale.CO_321.0001282","YT_Msn_22"
"210","18-13965",-0.890710850171051,1.30336526313224,"Estimable",1.80032438708451,"Lodging.incidence...0.9.percentage.scale.CO_321.0001282","YT_Msn_22"
"211","18-14535",6.31829754698344,1.31023574895569,"Estimable",1.80032438708451,"Lodging.incidence...0.9.percentage.scale.CO_321.0001282","YT_Msn_22"
"212","18-15372",8.07509290243776,1.30012235767212,"Estimable",1.80032438708451,"Lodging.incidence...0.9.percentage.scale.CO_321.0001282","YT_Msn_22"
"213","18-16828",8.01884725867052,1.30933011128343,"Estimable",1.80032438708451,"Lodging.incidence...0.9.percentage.scale.CO_321.0001282","YT_Msn_22"
"214","18-17119",8.73026068295712,1.3032866403934,"Estimable",1.80032438708451,"Lodging.incidence...0.9.percentage.scale.CO_321.0001282","YT_Msn_22"
"215","18-17905",2.92321685863569,1.28504039561102,"Estimable",1.80032438708451,"Lodging.incidence...0.9.percentage.scale.CO_321.0001282","YT_Msn_22"
"216","18-22132",8.17135905014598,1.32367649331692,"Estimable",1.80032438708451,"Lodging.incidence...0.9.percentage.scale.CO_321.0001282","YT_Msn_22"
"217","18-22767",6.47121430441,1.29077875517626,"Estimable",1.80032438708451,"Lodging.incidence...0.9.percentage.scale.CO_321.0001282","YT_Msn_22"
"218","18-22976",7.38581662259308,1.28613789993927,"Estimable",1.80032438708451,"Lodging.incidence...0.9.percentage.scale.CO_321.0001282","YT_Msn_22"
"219","18-23224",8.49234469264114,1.3048522025869,"Estimable",1.80032438708451,"Lodging.incidence...0.9.percentage.scale.CO_321.0001282","YT_Msn_22"
"220","18-23760",0.385407960826095,1.3061640994382,"Estimable",1.80032438708451,"Lodging.incidence...0.9.percentage.scale.CO_321.0001282","YT_Msn_22"
"221","18-26037",8.43790179182185,1.30449667871054,"Estimable",1.80032438708451,"Lodging.incidence...0.9.percentage.scale.CO_321.0001282","YT_Msn_22"
"222","18-4910",3.36220889206968,1.28142025905461,"Estimable",1.80032438708451,"Lodging.incidence...0.9.percentage.scale.CO_321.0001282","YT_Msn_22"
"223","18-5737",3.26866844354635,1.28844266152441,"Estimable",1.80032438708451,"Lodging.incidence...0.9.percentage.scale.CO_321.0001282","YT_Msn_22"
"224","18-5837",3.99912658336782,1.28614263569714,"Estimable",1.80032438708451,"Lodging.incidence...0.9.percentage.scale.CO_321.0001282","YT_Msn_22"
"225","18-6274",6.03944064889937,1.28487370747685,"Estimable",1.80032438708451,"Lodging.incidence...0.9.percentage.scale.CO_321.0001282","YT_Msn_22"
"226","18-6852",5.18653523774351,1.28658377721623,"Estimable",1.80032438708451,"Lodging.incidence...0.9.percentage.scale.CO_321.0001282","YT_Msn_22"
"227","18-7928",8.88849227910254,1.28622004573622,"Estimable",1.80032438708451,"Lodging.incidence...0.9.percentage.scale.CO_321.0001282","YT_Msn_22"
"228","18-7943",5.38239132635771,1.31191924429043,"Estimable",1.80032438708451,"Lodging.incidence...0.9.percentage.scale.CO_321.0001282","YT_Msn_22"
"229","18-842",0.470153908316401,1.29522549257713,"Estimable",1.80032438708451,"Lodging.incidence...0.9.percentage.scale.CO_321.0001282","YT_Msn_22"
"230","18-9724",9.15488782037651,1.29311624804655,"Estimable",1.80032438708451,"Lodging.incidence...0.9.percentage.scale.CO_321.0001282","YT_Msn_22"
"231","18MSFRS-18",4.47814405986918,1.30354477375479,"Estimable",1.80032438708451,"Lodging.incidence...0.9.percentage.scale.CO_321.0001282","YT_Msn_22"
"232","Pio 25R74",0.116231857657505,1.30365050994596,"Estimable",1.80032438708451,"Lodging.incidence...0.9.percentage.scale.CO_321.0001282","YT_Msn_22"
"233","US16-IL-061-032",8.9633540387491,1.2960705191773,"Estimable",1.80032438708451,"Lodging.incidence...0.9.percentage.scale.CO_321.0001282","YT_Msn_22"
"234","US16-IL-061-068",6.96388881137661,1.30584756822763,"Estimable",1.80032438708451,"Lodging.incidence...0.9.percentage.scale.CO_321.0001282","YT_Msn_22"
"235","US16-IL-063-026",8.46375514247688,1.28973326804475,"Estimable",1.80032438708451,"Lodging.incidence...0.9.percentage.scale.CO_321.0001282","YT_Msn_22"
"236","US16-IL-063-063",1.17306287084905,1.28572380181437,"Estimable",1.80032438708451,"Lodging.incidence...0.9.percentage.scale.CO_321.0001282","YT_Msn_22"
"237","US17-IL-108-039",8.50586666792822,1.30405207389007,"Estimable",1.80032438708451,"Lodging.incidence...0.9.percentage.scale.CO_321.0001282","YT_Msn_22"
"238","US17-IL-108-070",8.46689397734801,1.3235171360385,"Estimable",1.80032438708451,"Lodging.incidence...0.9.percentage.scale.CO_321.0001282","YT_Msn_22"
"239","US17-IL-111-005",0.758043431057276,1.28454184985901,"Estimable",1.80032438708451,"Lodging.incidence...0.9.percentage.scale.CO_321.0001282","YT_Msn_22"
"240","US17-IL-111-006",1.43390874098227,1.29168856907742,"Estimable",1.80032438708451,"Lodging.incidence...0.9.percentage.scale.CO_321.0001282","YT_Msn_22"
