p1,p2,crossN,reciprocalNm,netMerit,cross,reciprocal,Grain.test.weight...lbs.bu,Grain.yield...bu.ac,Heading.time...Julian.date..JD..,Plant.height.inches,FHB.DON.content...ppm.,FHB.grain.incidence.....,select,rank,relValue
16,35,16 x 35,35 x 16,493.8,2020-16758 x 17-23874,17-23874 x 2020-16758,57.2,87.4,133.8,37.1,1.6,0,0,623,96
12,18,12 x 18,18 x 12,528.4,2020-5376 x 2020-15256,2020-15256 x 2020-5376,58.1,87.3,131.1,36.9,1.2,0,1,24,103
1,24,1 x 24,24 x 1,523.6,IL16LCSDH-09-T-2664-28 x 19-20348,19-20348 x IL16LCSDH-09-T-2664-28,59,87.3,132.6,36.3,1,0,1,75,102
5,23,5 x 23,23 x 5,522.4,IL16LCSDH-08-T-2663-21 x 19-21848,19-21848 x IL16LCSDH-08-T-2663-21,58.6,87.3,132.1,37,1.3,0,1,89,102
2,26,2 x 26,26 x 2,522.2,IL16LCSDH-09-T-2664-23 x 19-16136,19-16136 x IL16LCSDH-09-T-2664-23,58.7,87.3,133.5,36.6,0.8,0,1,92,102
3,7,3 x 7,7 x 3,515.6,IL16LCSDH-09-T-2664-20 x IL16LCSDH-06-T-2661-228,IL16LCSDH-06-T-2661-228 x IL16LCSDH-09-T-2664-20,58.2,87.3,133.6,36,1.2,0,1,152,101
6,9,6 x 9,9 x 6,514.4,IL16LCSDH-07-T-2662-202 x IL16LCSDH-01-T-863-58,IL16LCSDH-01-T-863-58 x IL16LCSDH-07-T-2662-202,58.6,87.3,133.5,36.2,1.2,0,1,166,100
4,7,4 x 7,7 x 4,514.2,IL16LCSDH-08-T-2663-55 x IL16LCSDH-06-T-2661-228,IL16LCSDH-06-T-2661-228 x IL16LCSDH-08-T-2663-55,58.1,87.3,133.1,37,1.4,0,1,167,100
12,17,12 x 17,17 x 12,517.1,2020-5376 x 2020-16738,2020-16738 x 2020-5376,57.5,87.3,131.4,36.3,1.2,0,0,297,101
6,24,6 x 24,24 x 6,509.3,IL16LCSDH-07-T-2662-202 x 19-20348,19-20348 x IL16LCSDH-07-T-2662-202,57.8,87.3,132.8,36.1,1.5,0,0,434,99
2,35,2 x 35,35 x 2,506.7,IL16LCSDH-09-T-2664-23 x 17-23874,17-23874 x IL16LCSDH-09-T-2664-23,58.6,87.3,134.2,37,1.5,0,0,479,99
7,17,7 x 17,17 x 7,497.8,IL16LCSDH-06-T-2661-228 x 2020-16738,2020-16738 x IL16LCSDH-06-T-2661-228,56.9,87.3,132.8,36.2,1.3,0,0,592,97
10,18,10 x 18,18 x 10,526.8,2020-6205 x 2020-15256,2020-15256 x 2020-6205,58.3,87.2,131.5,37.7,1.1,0,1,35,103
18,26,18 x 26,26 x 18,525.6,2020-15256 x 19-16136,19-16136 x 2020-15256,58,87.2,132.2,37.1,1,0,1,50,103
1,9,1 x 9,9 x 1,524.5,IL16LCSDH-09-T-2664-28 x IL16LCSDH-01-T-863-58,IL16LCSDH-01-T-863-58 x IL16LCSDH-09-T-2664-28,59.9,87.2,133.3,36.3,0.7,0,1,64,102
2,10,2 x 10,10 x 2,523.4,IL16LCSDH-09-T-2664-23 x 2020-6205,2020-6205 x IL16LCSDH-09-T-2664-23,59,87.2,132.8,37.2,0.9,0,1,79,102
33,36,33 x 36,36 x 33,520.8,18-14535 x 16-36752,16-36752 x 18-14535,58.1,87.2,132.1,36.5,1.3,0,1,110,102
5,33,5 x 33,33 x 5,519.4,IL16LCSDH-08-T-2663-21 x 18-14535,18-14535 x IL16LCSDH-08-T-2663-21,58.6,87.2,132.3,36.9,1.3,0,1,121,101
25,36,25 x 36,36 x 25,515.3,19-18153 x 16-36752,16-36752 x 19-18153,58.4,87.2,132.8,36.9,1.4,0,1,156,101
5,25,5 x 25,25 x 5,514,IL16LCSDH-08-T-2663-21 x 19-18153,19-18153 x IL16LCSDH-08-T-2663-21,58.9,87.2,133,37.2,1.4,0,1,171,100
3,12,3 x 12,12 x 3,523.7,IL16LCSDH-09-T-2664-20 x 2020-5376,2020-5376 x IL16LCSDH-09-T-2664-20,58.8,87.2,132.2,36.2,1.1,0,0,188,102
9,16,9 x 16,16 x 9,522.7,IL16LCSDH-01-T-863-58 x 2020-16758,2020-16758 x IL16LCSDH-01-T-863-58,58.4,87.2,133.1,36.4,0.9,0,0,202,102
4,12,4 x 12,12 x 4,522.4,IL16LCSDH-08-T-2663-55 x 2020-5376,2020-5376 x IL16LCSDH-08-T-2663-55,58.7,87.2,131.7,37.1,1.3,0,0,204,102
11,32,11 x 32,32 x 11,519.8,2020-6148 x 18MSFRS-18,18MSFRS-18 x 2020-6148,58.6,87.2,133.3,37.9,1,0,0,245,101
16,24,16 x 24,24 x 16,513,2020-16758 x 19-20348,19-20348 x 2020-16758,57.5,87.2,132.3,36.4,1.2,0,0,360,100
6,11,6 x 11,11 x 6,512.2,IL16LCSDH-07-T-2662-202 x 2020-6148,2020-6148 x IL16LCSDH-07-T-2662-202,58,87.2,133.1,37.7,1.4,0,0,371,100
18,35,18 x 35,35 x 18,508.9,2020-15256 x 17-23874,17-23874 x 2020-15256,57.9,87.2,133,37.6,1.6,0,0,441,99
7,15,7 x 15,15 x 7,487.9,IL16LCSDH-06-T-2661-228 x 2020-1956,2020-1956 x IL16LCSDH-06-T-2661-228,56.6,87.2,133.6,36.6,1.4,0,0,649,95
27,32,27 x 32,32 x 27,531.1,19-14856 x 18MSFRS-18,18MSFRS-18 x 19-14856,58.5,87.1,131.7,36.6,0.8,0,1,9,104
2,24,2 x 24,24 x 2,521.3,IL16LCSDH-09-T-2664-23 x 19-20348,19-20348 x IL16LCSDH-09-T-2664-23,58.9,87.1,132.8,36.3,1,0,1,103,102
1,11,1 x 11,11 x 1,522.9,IL16LCSDH-09-T-2664-28 x 2020-6148,2020-6148 x IL16LCSDH-09-T-2664-28,59.2,87.1,132.9,37.8,0.9,0,0,199,102
3,10,3 x 10,10 x 3,522.2,IL16LCSDH-09-T-2664-20 x 2020-6205,2020-6205 x IL16LCSDH-09-T-2664-20,59.1,87.1,132.7,37,1,0,0,209,102
3,26,3 x 26,26 x 3,521,IL16LCSDH-09-T-2664-20 x 19-16136,19-16136 x IL16LCSDH-09-T-2664-20,58.7,87.1,133.3,36.4,0.9,0,0,224,102
4,10,4 x 10,10 x 4,520.8,IL16LCSDH-08-T-2663-55 x 2020-6205,2020-6205 x IL16LCSDH-08-T-2663-55,59,87.1,132.2,38,1.2,0,0,227,102
10,17,10 x 17,17 x 10,519.9,2020-6205 x 2020-16738,2020-16738 x 2020-6205,57.7,87.1,131.9,37.1,1.1,0,0,243,101
4,26,4 x 26,26 x 4,519.6,IL16LCSDH-08-T-2663-55 x 19-16136,19-16136 x IL16LCSDH-08-T-2663-55,58.6,87.1,132.9,37.4,1.1,0,0,251,101
11,16,11 x 16,16 x 11,515.8,2020-6148 x 2020-16758,2020-16758 x 2020-6148,57.7,87.1,132.6,37.9,1.1,0,0,316,101
17,26,17 x 26,26 x 17,512.7,2020-16738 x 19-16136,19-16136 x 2020-16738,57.4,87.1,132.5,36.6,1,0,0,363,100
32,34,32 x 34,34 x 32,512.2,18MSFRS-18 x 17-23904,17-23904 x 18MSFRS-18,58.6,87.1,133,36.6,1.5,0,0,369,100
12,15,12 x 15,15 x 12,507.1,2020-5376 x 2020-1956,2020-1956 x 2020-5376,57.3,87.1,132.3,36.7,1.3,0,0,473,99
3,35,3 x 35,35 x 3,505.4,IL16LCSDH-09-T-2664-20 x 17-23874,17-23874 x IL16LCSDH-09-T-2664-20,58.7,87.1,134.1,36.9,1.5,0,0,498,99
4,35,4 x 35,35 x 4,504.1,IL16LCSDH-08-T-2663-55 x 17-23874,17-23874 x IL16LCSDH-08-T-2663-55,58.6,87.1,133.6,37.8,1.7,0,0,522,98
17,35,17 x 35,35 x 17,496,2020-16738 x 17-23874,17-23874 x 2020-16738,57.3,87.1,133.3,37,1.7,0,0,611,97
1,27,1 x 27,27 x 1,534.1,IL16LCSDH-09-T-2664-28 x 19-14856,19-14856 x IL16LCSDH-09-T-2664-28,59.1,87,131.3,36.4,0.7,0,1,4,104
18,24,18 x 24,24 x 18,524.7,2020-15256 x 19-20348,19-20348 x 2020-15256,58.2,87,131.5,36.9,1.2,0,1,60,102
6,27,6 x 27,27 x 6,521.1,IL16LCSDH-07-T-2662-202 x 19-14856,19-14856 x IL16LCSDH-07-T-2662-202,57.8,87,131.5,36.3,1.3,0,1,107,102
13,32,13 x 32,32 x 13,519.2,2020-2334 x 18MSFRS-18,18MSFRS-18 x 2020-2334,58.1,87,132.6,37.1,1.2,0,1,124,101
1,34,1 x 34,34 x 1,515.2,IL16LCSDH-09-T-2664-28 x 17-23904,17-23904 x IL16LCSDH-09-T-2664-28,59.2,87,132.6,36.5,1.4,0,1,158,101
2,9,2 x 9,9 x 2,522.2,IL16LCSDH-09-T-2664-23 x IL16LCSDH-01-T-863-58,IL16LCSDH-01-T-863-58 x IL16LCSDH-09-T-2664-23,59.7,87,133.5,36.4,0.7,0,0,206,102
16,34,16 x 34,34 x 16,507.4,2020-16758 x 17-23904,17-23904 x 2020-16758,57.6,87,132.4,36.6,1.6,0,0,467,99
6,34,6 x 34,34 x 6,503.7,IL16LCSDH-07-T-2662-202 x 17-23904,17-23904 x IL16LCSDH-07-T-2662-202,57.9,87,132.8,36.4,1.9,0,0,528,98
9,18,9 x 18,18 x 9,525.6,IL16LCSDH-01-T-863-58 x 2020-15256,2020-15256 x IL16LCSDH-01-T-863-58,59,86.9,132.3,37,0.9,0,1,49,103
16,27,16 x 27,27 x 16,524.8,2020-16758 x 19-14856,19-14856 x 2020-16758,57.6,86.9,131,36.5,0.9,0,1,58,102
9,17,9 x 17,17 x 9,523.1,IL16LCSDH-01-T-863-58 x 2020-16738,2020-16738 x IL16LCSDH-01-T-863-58,58.5,86.9,132.6,36.4,0.9,0,1,84,102
1,13,1 x 13,13 x 1,522.2,IL16LCSDH-09-T-2664-28 x 2020-2334,2020-2334 x IL16LCSDH-09-T-2664-28,58.7,86.9,132.2,36.9,1.1,0,1,93,102
3,9,3 x 9,9 x 3,520.9,IL16LCSDH-09-T-2664-20 x IL16LCSDH-01-T-863-58,IL16LCSDH-01-T-863-58 x IL16LCSDH-09-T-2664-20,59.8,86.9,133.4,36.2,0.8,0,0,225,102
2,11,2 x 11,11 x 2,520.6,IL16LCSDH-09-T-2664-23 x 2020-6148,2020-6148 x IL16LCSDH-09-T-2664-23,59.1,86.9,133.1,37.9,0.9,0,0,232,102
3,24,3 x 24,24 x 3,520,IL16LCSDH-09-T-2664-20 x 19-20348,19-20348 x IL16LCSDH-09-T-2664-20,58.9,86.9,132.7,36.2,1.1,0,0,240,102
4,24,4 x 24,24 x 4,518.7,IL16LCSDH-08-T-2663-55 x 19-20348,19-20348 x IL16LCSDH-08-T-2663-55,58.8,86.9,132.2,37.1,1.3,0,0,264,101
17,24,17 x 24,24 x 17,515.1,2020-16738 x 19-20348,19-20348 x 2020-16738,57.6,86.9,131.9,36.3,1.2,0,0,331,101
10,15,10 x 15,15 x 10,509.9,2020-6205 x 2020-1956,2020-1956 x 2020-6205,57.5,86.9,132.7,37.5,1.2,0,0,422,100
15,26,15 x 26,26 x 15,502.7,2020-1956 x 19-16136,19-16136 x 2020-1956,57.2,86.9,133.4,37,1,0,0,543,98
6,13,6 x 13,13 x 6,502.5,IL16LCSDH-07-T-2662-202 x 2020-2334,2020-2334 x IL16LCSDH-07-T-2662-202,57.4,86.9,132.4,36.8,1.6,0,0,545,98
15,35,15 x 35,35 x 15,486,2020-1956 x 17-23874,17-23874 x 2020-1956,57.1,86.9,134.1,37.4,1.7,0,0,655,95
2,27,2 x 27,27 x 2,531.8,IL16LCSDH-09-T-2664-23 x 19-14856,19-14856 x IL16LCSDH-09-T-2664-23,59,86.8,131.5,36.5,0.7,0,1,7,104
2,34,2 x 34,34 x 2,513,IL16LCSDH-09-T-2664-23 x 17-23904,17-23904 x IL16LCSDH-09-T-2664-23,59,86.8,132.8,36.5,1.4,0,1,175,100
11,18,11 x 18,18 x 11,524,2020-6148 x 2020-15256,2020-15256 x 2020-6148,58.4,86.8,131.8,38.4,1.1,0,0,187,102
4,9,4 x 9,9 x 4,519.6,IL16LCSDH-08-T-2663-55 x IL16LCSDH-01-T-863-58,IL16LCSDH-01-T-863-58 x IL16LCSDH-08-T-2663-55,59.7,86.8,132.9,37.2,1,0,0,252,101
3,11,3 x 11,11 x 3,519.3,IL16LCSDH-09-T-2664-20 x 2020-6148,2020-6148 x IL16LCSDH-09-T-2664-20,59.1,86.8,133,37.7,1,0,0,255,101
11,17,11 x 17,17 x 11,517.9,2020-6148 x 2020-16738,2020-16738 x 2020-6148,57.8,86.8,132.2,37.9,1.1,0,0,278,101
19,32,19 x 32,32 x 19,517.3,2020-14116 x 18MSFRS-18,18MSFRS-18 x 2020-14116,58.4,86.8,133.4,36.9,1,0,0,292,101
22,32,22 x 32,32 x 22,515,19-6637 x 18MSFRS-18,18MSFRS-18 x 19-6637,59.1,86.8,133.3,36.4,1.1,0,0,332,101
13,16,13 x 16,16 x 13,506.2,2020-2334 x 2020-16758,2020-16758 x 2020-2334,57.2,86.8,132,37,1.2,0,0,483,99
15,24,15 x 24,24 x 15,505.1,2020-1956 x 19-20348,19-20348 x 2020-1956,57.4,86.8,132.7,36.7,1.2,0,0,504,99
18,27,18 x 27,27 x 18,535.2,2020-15256 x 19-14856,19-14856 x 2020-15256,58.3,86.7,130.2,37.1,0.9,0,1,1,104
17,27,17 x 27,27 x 17,526.9,2020-16738 x 19-14856,19-14856 x 2020-16738,57.7,86.7,130.6,36.5,0.9,0,1,33,103
20,32,20 x 32,32 x 20,525.4,2020-13902 x 18MSFRS-18,18MSFRS-18 x 2020-13902,58.4,86.7,132.6,36.8,0.7,0,1,51,103
2,13,2 x 13,13 x 2,520,IL16LCSDH-09-T-2664-23 x 2020-2334,2020-2334 x IL16LCSDH-09-T-2664-23,58.6,86.7,132.4,37,1.1,0,1,118,102
1,22,1 x 22,22 x 1,518,IL16LCSDH-09-T-2664-28 x 19-6637,19-6637 x IL16LCSDH-09-T-2664-28,59.7,86.7,132.9,36.2,1,0,1,134,101
9,15,9 x 15,15 x 9,516.9,IL16LCSDH-01-T-863-58 x 2020-1956,2020-1956 x IL16LCSDH-01-T-863-58,58.2,86.7,133.4,36.8,0.9,0,1,143,101
18,34,18 x 34,34 x 18,516.4,2020-15256 x 17-23904,17-23904 x 2020-15256,58.3,86.7,131.6,37.1,1.6,0,1,148,101
14,32,14 x 32,32 x 14,520.7,2020-2010 x 18MSFRS-18,18MSFRS-18 x 2020-2010,58.3,86.7,132.7,36.2,0.9,0,0,231,102
4,11,4 x 11,11 x 4,518,IL16LCSDH-08-T-2663-55 x 2020-6148,2020-6148 x IL16LCSDH-08-T-2663-55,59,86.7,132.5,38.7,1.2,0,0,276,101
3,34,3 x 34,34 x 3,511.7,IL16LCSDH-09-T-2664-20 x 17-23904,17-23904 x IL16LCSDH-09-T-2664-20,59.1,86.7,132.7,36.4,1.5,0,0,380,100
17,34,17 x 34,34 x 17,509.5,2020-16738 x 17-23904,17-23904 x 2020-16738,57.7,86.7,131.9,36.5,1.6,0,0,429,99
6,22,6 x 22,22 x 6,507.9,IL16LCSDH-07-T-2662-202 x 19-6637,19-6637 x IL16LCSDH-07-T-2662-202,58.4,86.7,133.1,36.1,1.6,0,0,454,99
6,19,6 x 19,19 x 6,505.2,IL16LCSDH-07-T-2662-202 x 2020-14116,2020-14116 x IL16LCSDH-07-T-2662-202,57.7,86.7,133.2,36.7,1.4,0,0,502,99
7,12,7 x 12,12 x 7,504.9,IL16LCSDH-06-T-2661-228 x 2020-5376,2020-5376 x IL16LCSDH-06-T-2661-228,57.2,86.7,132.1,36.1,1.3,0,0,509,99
3,27,3 x 27,27 x 3,530.5,IL16LCSDH-09-T-2664-20 x 19-14856,19-14856 x IL16LCSDH-09-T-2664-20,59,86.6,131.4,36.3,0.8,0,1,10,104
4,27,4 x 27,27 x 4,529.2,IL16LCSDH-08-T-2663-55 x 19-14856,19-14856 x IL16LCSDH-08-T-2663-55,58.9,86.6,130.9,37.3,1,0,1,18,103
1,20,1 x 20,20 x 1,528.4,IL16LCSDH-09-T-2664-28 x 2020-13902,2020-13902 x IL16LCSDH-09-T-2664-28,59,86.6,132.3,36.6,0.6,0,1,23,103
13,18,13 x 18,18 x 13,521.1,2020-2334 x 2020-15256,2020-15256 x 2020-2334,57.9,86.6,131.2,37.6,1.2,0,1,108,102
1,19,1 x 19,19 x 1,520.3,IL16LCSDH-09-T-2664-28 x 2020-14116,2020-14116 x IL16LCSDH-09-T-2664-28,59,86.6,133,36.8,0.9,0,1,116,102
31,32,31 x 32,32 x 31,519.1,US16-IL-063-063 x 18MSFRS-18,18MSFRS-18 x US16-IL-063-063,58.4,86.6,132.4,35.5,1.1,0,0,260,101
16,20,16 x 20,20 x 16,517.1,2020-16758 x 2020-13902,2020-13902 x 2020-16758,57.4,86.6,132,36.8,0.8,0,0,296,101
16,22,16 x 22,22 x 16,516.2,2020-16758 x 19-6637,19-6637 x 2020-16758,58.1,86.6,132.6,36.3,1.2,0,0,311,101
6,20,6 x 20,20 x 6,513.5,IL16LCSDH-07-T-2662-202 x 2020-13902,2020-13902 x IL16LCSDH-07-T-2662-202,57.7,86.6,132.4,36.5,1.2,0,0,352,100
21,36,21 x 36,36 x 21,512.1,19-6704 x 16-36752,16-36752 x 19-6704,57.5,86.6,131.9,37.4,1.2,0,0,373,100
4,34,4 x 34,34 x 4,510.4,IL16LCSDH-08-T-2663-55 x 17-23904,17-23904 x IL16LCSDH-08-T-2663-55,59,86.6,132.2,37.4,1.7,0,0,406,100
16,19,16 x 19,19 x 16,508.8,2020-16758 x 2020-14116,2020-14116 x 2020-16758,57.4,86.6,132.7,36.9,1,0,0,443,99
11,15,11 x 15,15 x 11,507.9,2020-6148 x 2020-1956,2020-1956 x 2020-6148,57.6,86.6,133,38.2,1.1,0,0,453,99
6,14,6 x 14,14 x 6,507.5,IL16LCSDH-07-T-2662-202 x 2020-2010,2020-2010 x IL16LCSDH-07-T-2662-202,57.6,86.6,132.5,35.9,1.4,0,0,465,99
7,35,7 x 35,35 x 7,483.9,IL16LCSDH-06-T-2661-228 x 17-23874,17-23874 x IL16LCSDH-06-T-2661-228,57.1,86.6,133.9,36.8,1.7,0,0,658,94
10,12,10 x 12,12 x 10,524.8,2020-6205 x 2020-5376,2020-5376 x 2020-6205,58.1,86.5,131.2,37,1.1,0,1,57,102
1,14,1 x 14,14 x 1,523.7,IL16LCSDH-09-T-2664-28 x 2020-2010,2020-2010 x IL16LCSDH-09-T-2664-28,58.9,86.5,132.3,36,0.8,0,1,74,102
1,31,1 x 31,31 x 1,522.1,IL16LCSDH-09-T-2664-28 x US16-IL-063-063,US16-IL-063-063 x IL16LCSDH-09-T-2664-28,59,86.5,132.1,35.3,1,0,1,95,102
3,13,3 x 13,13 x 3,518.7,IL16LCSDH-09-T-2664-20 x 2020-2334,2020-2334 x IL16LCSDH-09-T-2664-20,58.6,86.5,132.3,36.8,1.1,0,1,127,101
15,27,15 x 27,27 x 15,516.9,2020-1956 x 19-14856,19-14856 x 2020-1956,57.4,86.5,131.4,36.9,1,0,1,142,101
12,26,12 x 26,26 x 12,519.6,2020-5376 x 19-16136,19-16136 x 2020-5376,57.8,86.5,131.9,36.4,1,0,0,249,101
5,21,5 x 21,21 x 5,518.9,IL16LCSDH-08-T-2663-21 x 19-6704,19-6704 x IL16LCSDH-08-T-2663-21,58,86.5,132.1,37.8,1.2,0,0,262,101
4,13,4 x 13,13 x 4,517.4,IL16LCSDH-08-T-2663-55 x 2020-2334,2020-2334 x IL16LCSDH-08-T-2663-55,58.5,86.5,131.8,37.8,1.3,0,0,289,101
2,22,2 x 22,22 x 2,515.7,IL16LCSDH-09-T-2664-23 x 19-6637,19-6637 x IL16LCSDH-09-T-2664-23,59.5,86.5,133.1,36.3,1,0,0,317,101
16,31,16 x 31,31 x 16,511.7,2020-16758 x US16-IL-063-063,US16-IL-063-063 x 2020-16758,57.5,86.5,131.8,35.4,1.2,0,0,379,100
14,16,14 x 16,16 x 14,511.1,2020-2010 x 2020-16758,2020-16758 x 2020-2010,57.4,86.5,132.1,36.1,1,0,0,390,100
13,17,13 x 17,17 x 13,508.3,2020-2334 x 2020-16738,2020-16738 x 2020-2334,57.3,86.5,131.5,37,1.3,0,0,448,99
6,31,6 x 31,31 x 6,508.1,IL16LCSDH-07-T-2662-202 x US16-IL-063-063,US16-IL-063-063 x IL16LCSDH-07-T-2662-202,57.8,86.5,132.2,35.2,1.6,0,0,450,99
7,10,7 x 10,10 x 7,507.7,IL16LCSDH-06-T-2661-228 x 2020-6205,2020-6205 x IL16LCSDH-06-T-2661-228,57.5,86.5,132.5,36.9,1.2,0,0,461,99
12,35,12 x 35,35 x 12,503,2020-5376 x 17-23874,17-23874 x 2020-5376,57.7,86.5,132.6,36.9,1.6,0,0,539,98
7,26,7 x 26,26 x 7,500.5,IL16LCSDH-06-T-2661-228 x 19-16136,19-16136 x IL16LCSDH-06-T-2661-228,57.1,86.5,133.2,36.3,1.1,0,0,568,98
15,34,15 x 34,34 x 15,499.5,2020-1956 x 17-23904,17-23904 x 2020-1956,57.5,86.5,132.7,36.9,1.6,0,0,577,98
2,20,2 x 20,20 x 2,526.1,IL16LCSDH-09-T-2664-23 x 2020-13902,2020-13902 x IL16LCSDH-09-T-2664-23,58.8,86.4,132.4,36.7,0.6,0,1,41,103
18,19,18 x 19,19 x 18,521.4,2020-15256 x 2020-14116,2020-14116 x 2020-15256,58.1,86.4,131.9,37.4,1,0,1,101,102
18,22,18 x 22,22 x 18,519.1,2020-15256 x 19-6637,19-6637 x 2020-15256,58.8,86.4,131.8,36.9,1.2,0,1,126,101
2,19,2 x 19,19 x 2,518,IL16LCSDH-09-T-2664-23 x 2020-14116,2020-14116 x IL16LCSDH-09-T-2664-23,58.8,86.4,133.2,36.9,0.9,0,1,132,101
7,24,7 x 24,24 x 7,503,IL16LCSDH-06-T-2661-228 x 19-20348,19-20348 x IL16LCSDH-06-T-2661-228,57.3,86.4,132.5,36.1,1.3,0,0,541,98
5,8,5 x 8,8 x 5,499.4,IL16LCSDH-08-T-2663-21 x IL16LCSDH-06-T-2661-17,IL16LCSDH-06-T-2661-17 x IL16LCSDH-08-T-2663-21,58.3,86.4,133.8,37.4,1.7,0,0,581,97
8,36,8 x 36,36 x 8,497.4,IL16LCSDH-06-T-2661-17 x 16-36752,16-36752 x IL16LCSDH-06-T-2661-17,57.8,86.4,133.7,37.1,1.7,0,0,596,97
18,20,18 x 20,20 x 18,529.5,2020-15256 x 2020-13902,2020-13902 x 2020-15256,58.1,86.3,131.2,37.3,0.8,0,1,12,103
14,18,14 x 18,18 x 14,524.8,2020-2010 x 2020-15256,2020-15256 x 2020-2010,58.1,86.3,131.3,36.6,1,0,1,59,102
12,24,12 x 24,24 x 12,522.1,2020-5376 x 19-20348,19-20348 x 2020-5376,58,86.3,131.2,36.2,1.2,0,1,96,102
10,26,10 x 26,26 x 10,522,2020-6205 x 19-16136,19-16136 x 2020-6205,58,86.3,132.3,37.3,0.9,0,1,98,102
